Category,StoreType,Address,Region,lng,lat,OperatingHours,Telephone,,
Prime Supermarket,,Blk 253 Choa Chu Kang Ave 1 #B1-07 to 10 Singapore,West,103.744353,1.3777,,,,
Prime Supermarket,,"Block #01-281, 142 Teck Whye Ln, Block 142, Singapore 680142",West,103.752593,1.380446,,,,
Prime Supermarket,,"263 Compassvale St, Singapore 540263",North-East,103.897475,1.395547,,,,
Prime Supermarket,,"761 Yishun Street 72, Singapore 760761",North,103.833617,1.425064,,,,
Prime Supermarket,,"678 Woodlands Ave 6, Singapore 730678",North,103.802718,1.439479,,,,
Prime Supermarket,,"108 Punggol Field, Singapore 820108",North-East,103.910521,1.395547,,,,
Prime Supermarket,,"125 Defu Lane 10, Singapore 539233",North-East,103.896102,1.357106,,,,
Prime Supermarket,,"1 Upper Aljunied Ln, Singapore 360001",Central,103.880309,1.333767,,,,
Prime Supermarket,,"159A Hougang Street 11, Singapore 531159",North-East,103.880309,1.350928,,,,
Prime Supermarket,,"Blk 962 Jurong West Street 91, #01-300, Singapore 640962",West,103.691997,1.341318,,,,
Prime Supermarket,,"76 Nanyang Dr, Singapore 637331",,103.681354,1.346809,,,,
Yes Supermarket,,"829 Tampines Street 81, 520829",East,103.934546,1.349415,,,,
Yes Supermarket,,"201B Tampines Street 21, Singapore 522201",East,103.952918,1.353444,,,,
Yes Supermarket,,"139 Tampines Street 11, Singapore 521139",East,103.945324,1.345929,,,,
Karthika Supermarket,,"101 Yishun Avenue 5 #01-61, Singapore 760101",North,103.827289,1.431263,,,,
Karthika Supermarket,,"34 Buffalo Rd, Singapore 219796",,103.851438,1.306506,,,,
